Date,IPO_Name,Issue_Size(crores),QIB,HNI,RII,Issue_price,Listing_Open,Listing_Close,Listing_Gains(%),CMP,Current_gains,Issue_Size_Cr,Listing_Gain_%
2019-04-15,Metropolis,1200.18,8.88,3.03,2.21,880.0,960.0,959.55,9.04,2000.05,127.28,1200.18,9.090909090909092
2019-11-04,Rail Vikas,430.88,1.36,0.8,2.92,19.0,19.0,19.05,0.26,33.15,74.47,430.88,0.0
2019-01-04,Embassy Office,4750.0,2.15,3.09,0.31,300.0,300.0,314.1,4.7,381.46,27.15,4750.0,0.0
2019-03-29,MSTC,213.81,1.13,2.15,2.95,128.0,111.0,114.2,-10.78,341.85,167.07,213.81,-13.28125
2019-07-02,Chalet Hotels,1628.84,4.66,1.1,0.03,280.0,291.0,290.4,3.71,252.0,-10.0,1628.84,3.9285714285714284
2019-04-02,Xelpmoc Design ,23.0,1.24,7.69,2.64,66.0,56.0,58.8,-10.91,306.65,364.62,23.0,-15.151515151515152
2018-08-10,AAVAS Financier,1729.2,2.77,0.26,0.25,821.0,758.0,773.15,-5.83,3065.4,273.37,1729.2,-7.673568818514006
2018-08-23,CreditAccess Gr,1126.44,5.52,0.98,0.88,422.0,393.0,420.8,-0.28,703.15,66.62,1126.44,-6.872037914691943
2018-07-30,TCNS Clothing C,1121.98,13.47,5.08,0.67,716.0,715.0,657.8,-8.13,678.0,-5.31,1121.98,-0.13966480446927373
2018-02-07,RITES,453.6,71.72,194.56,15.74,185.0,190.0,170.16,-8.02,250.7,35.51,453.6,2.7027027027027026
2018-02-07,Fine Organics,597.87,12.86,21.01,1.62,783.0,815.0,822.8,5.08,3960.0,405.75,597.87,4.086845466155811
2018-05-21,Indostar Capita,1844.0,16.08,6.91,1.48,572.0,600.6,585.5,2.36,240.5,-57.95,1844.0,5.0000000000000036
2018-05-04,ICICI Securitie,4016.0,0.54,0.05,0.39,520.0,435.0,444.9,-14.44,695.35,33.72,4016.0,-16.346153846153847
2018-03-28,Hindustan Aeron,4229.0,1.73,0.03,0.39,1215.0,1159.0,1128.35,-7.13,1348.2,10.96,4229.0,-4.609053497942387
2018-03-27,Bandhan Bank,4473.0,38.67,13.89,1.2,375.0,485.0,477.2,27.25,319.1,-14.91,4473.0,29.333333333333332
2018-03-23,Bharat Dynamics,960.94,1.5,0.5,1.41,428.0,360.0,390.7,-8.71,470.2,9.86,960.94,-15.887850467289718
2018-09-03,HG Infra Engg,457.7,8.37,4.97,3.08,270.0,270.0,270.05,0.02,610.1,125.96,457.7,0.0
2018-02-26,Aster DM Health,980.14,2.1,0.55,1.18,190.0,182.0,179.85,-5.34,189.4,-0.32,980.14,-4.2105263157894735
2018-08-02,Galaxy Surfacta,937.09,54.67,6.96,6.0,1480.0,1525.0,1698.1,14.74,2964.95,100.33,937.09,3.040540540540541
2018-01-30,Amber Enterpris,600.0,174.99,519.26,11.65,859.0,1175.0,1237.25,44.03,3351.0,290.1,600.0,36.78696158323632
2018-01-29,Newgen Software,424.62,15.62,5.52,5.18,245.0,256.0,253.0,3.27,553.25,125.82,424.62,4.489795918367347
2018-01-22,Apollo Micro Sy,156.0,101.93,958.07,40.19,275.0,478.0,454.1,65.13,122.5,-55.45,156.0,73.81818181818181
2017-12-29,Astron Paper & ,70.0,103.35,396.99,77.93,50.0,120.75,119.7,139.4,44.55,-10.9,70.0,141.5
2017-12-18,Future Supply,649.69,12.36,11.15,3.28,664.0,674.0,685.8,3.28,65.8,-90.09,649.69,1.5060240963855422
2017-12-15,Shalby ,504.8,4.34,0.42,2.98,248.0,237.0,239.25,-3.53,135.05,-45.54,504.8,-4.435483870967742
2017-11-17,HDFC Life,8695.01,16.6,2.29,0.9,290.0,313.0,344.25,18.71,590.85,103.74,8695.01,7.931034482758621
2017-11-14,Khadim India,493.06,2.45,0.18,2.34,750.0,727.0,688.5,-8.2,259.55,-65.39,493.06,-3.0666666666666664
2017-10-11,Mahindra Logist,829.36,15.61,2.07,6.11,429.0,425.0,429.15,0.03,421.8,-1.68,829.36,-0.9324009324009324
2017-06-11,Nippon,1542.0,118.41,209.44,5.23,252.0,289.0,284.0,12.7,313.4,24.37,1542.0,14.682539682539684
2017-10-25,General Insuran,11372.0,2.25,0.22,0.63,912.0,870.4,435.2,-52.28,129.05,-85.85,11372.0,-4.5614035087719325
2017-10-23,IEX,1000.7,2.56,0.85,2.61,1650.0,1500.0,54.22,-96.71,217.5,-86.82,1000.7,-9.090909090909092
2017-10-16,Godrej Agrovet,1157.31,150.96,236.04,7.67,460.0,615.0,595.55,29.47,489.5,6.41,1157.31,33.69565217391305
2017-05-10,Prataap Snacks ,481.94,76.89,101.15,7.62,938.0,1250.0,1178.3,25.62,743.5,-20.74,481.94,33.26226012793177
2017-03-10,SBI Life Insura,8400.0,12.56,0.7,0.81,700.0,735.0,708.0,1.14,1147.0,63.86,8400.0,5.0
2017-09-27,ICICI Lombard ,5700.94,8.93,0.83,1.23,661.0,651.0,681.55,3.11,1283.25,94.14,5700.94,-1.5128593040847202
2017-09-25,Capacite Infra,400.0,131.32,638.05,17.57,250.0,360.0,342.4,36.96,139.25,-44.3,400.0,44.0
2017-09-21,Matrimony.com,501.07,1.88,0.41,18.16,985.0,985.0,901.2,-8.51,758.0,-23.05,501.07,0.0
2017-09-18,Bharat Road Net,600.65,1.33,1.63,5.16,205.0,205.0,208.15,1.54,38.9,-81.02,600.65,0.0
2017-09-18,Dixon Technolog,599.28,134.66,345.62,9.46,1766.0,2725.0,578.56,-67.24,4067.0,130.29,599.28,54.303510758776895
2017-04-09,Apex Frozen,152.25,1.91,7.82,8.53,175.0,202.0,209.85,19.91,291.75,66.71,152.25,15.428571428571427
2017-11-08,Cochin Shipyard,1454.0,63.51,288.87,8.12,432.0,461.0,522.0,20.83,313.2,-27.5,1454.0,6.712962962962964
2017-10-08,SIS,362.25,5.64,1.65,18.67,815.0,875.0,378.35,-53.58,502.05,-38.4,362.25,7.361963190184049
2017-07-25,Salasar Techno ,35.87,0.0,487.18,58.59,108.0,259.45,272.1,151.94,215.75,99.77,35.87,140.23148148148147
2017-10-07,AU Small Financ,1912.51,78.77,143.51,3.52,358.0,544.0,541.2,51.17,1262.8,252.74,1912.51,51.955307262569825
2017-04-07,GTPL Hathway,484.8,1.48,2.48,0.99,170.0,170.0,171.65,0.97,210.95,24.09,484.8,0.0
2017-06-30,CDSL,523.99,148.71,563.03,23.83,149.0,250.0,261.6,75.57,1468.1,885.3,523.99,67.78523489932886
2017-06-29,Eris Life,1741.1,4.68,0.45,3.51,603.0,612.0,601.05,-0.32,709.75,17.7,1741.1,1.4925373134328357
2017-06-27,Tejas Networks,326.69,2.16,0.48,3.1,257.0,257.7,263.3,2.45,445.0,73.15,326.69,0.2723735408560267
2017-06-06,IndiGrid InvIT ,2250.0,1.14,1.6,0.0,100.0,99.7,95.08,-4.92,150.03,50.03,2250.0,-0.29999999999999716
2017-05-29,PSP Projects,211.68,8.38,10.39,6.47,210.0,195.0,208.95,-0.5,536.15,155.31,211.68,-7.142857142857142
2017-05-19,HUDCO,1224.0,55.45,330.36,10.79,58.0,76.5,72.5,25.0,36.1,-37.76,1224.0,31.896551724137932
2017-09-05,S Chand and Co,325.0,44.27,204.65,6.07,670.0,675.85,675.85,0.87,109.2,-83.7,325.0,0.8731343283582124
2017-05-04,Shankara Buildi,232.96,51.62,90.68,15.35,460.0,545.0,632.8,37.57,707.6,53.83,232.96,18.478260869565215
2017-03-31,CL Educate,238.95,3.65,0.21,1.63,500.0,398.0,208.95,-58.21,125.05,-74.99,238.95,-20.4
2017-03-21,Avenue Supermar,1870.0,144.61,277.74,7.3,299.0,604.0,640.75,114.3,4070.7,1261.44,1870.0,102.0066889632107
2017-03-17,Music Broadcast,488.53,39.78,109.13,9.85,333.0,413.0,59.7,-82.07,24.0,-92.79,488.53,24.024024024024023
2017-03-02,BSE Limited,1243.0,48.64,159.03,6.48,806.0,1085.0,1069.2,32.66,2262.8,180.74,1243.0,34.61538461538461
2016-12-19,Laurus Labs,560.7,10.54,3.57,1.58,428.0,489.9,96.1,-77.55,551.9,28.95,560.7,14.462616822429903
2016-09-12,Sheela Foam,178.5,14.51,3.35,0.44,730.0,860.0,1032.0,41.37,3264.3,347.16,178.5,17.80821917808219
2016-08-11,Varun Beverages,1114.0,4.94,0.42,0.82,445.0,430.0,205.29,-53.87,952.7,114.09,1114.0,-3.3707865168539324
2016-07-11,PNB Housing Fin,3000.0,37.33,86.17,1.32,775.0,860.0,890.6,14.92,450.05,-41.93,3000.0,10.967741935483872
2016-10-19,Endurance Techn,1161.0,1.7,0.13,0.82,472.0,572.0,647.7,37.22,1385.8,193.6,1161.0,21.1864406779661
2016-04-10,HPL Electric & ,361.0,5.77,22.2,3.31,202.0,190.0,189.05,-6.41,67.65,-66.51,361.0,-5.9405940594059405
2016-09-29,ICICI Prudentia,6057.0,11.83,28.55,1.42,334.0,329.0,297.65,-10.88,525.15,57.23,6057.0,-1.4970059880239521
2016-09-27,GNA Axles,130.41,17.18,217.47,11.84,207.0,252.0,233.45,12.78,506.9,144.88,130.41,21.73913043478261
2016-09-23,L&T Technology,900.0,5.01,1.03,1.74,860.0,900.0,865.1,0.59,4462.0,418.84,900.0,4.651162790697675
2016-08-31,RBL Bank,1100.0,85.08,198.06,5.7,225.0,274.4,299.3,33.02,140.0,-37.78,1100.0,21.955555555555545
2016-12-08,S P Apparels,215.0,1.0,0.45,0.54,268.0,275.0,295.0,10.07,415.25,54.94,215.0,2.6119402985074625
2016-11-08,Dilip Buildcon,430.0,0.0,0.0,0.0,219.0,240.0,251.95,15.05,294.15,34.32,430.0,9.58904109589041
2016-01-08,Advanced Enzyme,60.0,94.03,393.1,11.67,896.0,1210.0,235.66,-73.7,297.0,-66.85,60.0,35.044642857142854
2016-07-21,L&T Infotech,1242.0,19.91,10.76,7.39,710.0,667.0,697.65,-1.74,5870.0,726.76,1242.0,-6.056338028169014
2016-12-07,Quess Corp,400.0,59.02,392.21,31.23,317.0,500.0,503.0,58.68,650.2,105.11,400.0,57.72870662460568
2016-01-07,Mahanagar Gas,1039.64,72.84,191.61,6.82,421.0,540.0,519.9,23.49,768.7,82.59,1039.64,28.26603325415677
2016-05-19,Parag Milk Food,764.3,1.15,3.08,2.12,215.0,230.0,247.8,15.26,105.6,-50.88,764.3,6.976744186046512
2016-10-05,Ujjivan Financi,358.16,33.84,135.45,4.02,210.0,231.9,231.6,10.29,113.3,-46.05,358.16,10.42857142857143
2016-09-05,Thyrocare Techn,479.21,73.18,225.3,8.73,446.0,662.0,618.1,38.59,891.75,99.94,479.21,48.4304932735426
2016-04-21,Equitas Holding,2159.0,14.93,57.29,1.4,110.0,145.1,135.25,22.95,112.0,1.82,2159.0,31.909090909090903
2016-01-04,Bharat Wire Rop,70.0,1.01,2.02,2.08,45.0,47.25,45.4,0.89,76.55,70.11,70.0,5.0
2016-02-18,Quick Heal Tech,450.0,4.34,36.69,3.82,321.0,305.0,254.45,-20.73,196.0,-38.94,450.0,-4.984423676012461
2016-12-02,TeamLease Ser.,273.68,26.97,185.24,10.61,850.0,860.0,1021.95,20.23,3987.85,369.16,273.68,1.1764705882352942
2016-08-02,Precision Camsh,410.0,2.62,0.73,2.01,186.0,165.0,177.25,-4.7,144.85,-22.12,410.0,-11.29032258064516
2016-06-01,Narayana Hruda,613.0,0.01,0.01,0.13,250.0,291.0,336.7,34.68,653.0,161.2,613.0,16.400000000000002
2015-12-23,Alkem Lab,1349.6,57.19,129.96,3.17,1050.0,1380.0,1381.45,31.57,3335.9,217.7,1349.6,31.428571428571427
2015-12-23,Dr Lal PathLab,638.0,63.56,61.28,4.24,550.0,717.0,824.15,49.85,2735.0,397.27,638.0,30.363636363636363
2015-11-16,S H Kelkar,200.0,0.0,0.0,0.0,180.0,216.0,207.3,15.17,149.2,-17.11,200.0,20.0
2015-10-11,Interglobe Avi,3000.0,17.8,3.57,0.92,765.0,868.0,878.45,14.83,2120.3,177.16,3000.0,13.4640522875817
2015-02-11,Coffee Day,1150.0,4.39,0.54,0.9,328.0,313.0,270.15,-17.64,61.95,-81.11,1150.0,-4.573170731707317
2015-09-21,Prabhat Dairy,300.0,0.88,1.42,0.34,115.0,113.0,116.35,1.17,99.65,-13.35,300.0,-1.7391304347826086
2015-09-16,Sadbhav Infra,425.0,3.04,1.66,1.69,103.0,111.0,106.15,3.06,12.66,-87.71,425.0,7.766990291262135
2015-10-09,Pennar Eng,156.19,0.0,0.04,0.11,178.0,177.95,157.5,-11.52,63.85,-64.13,156.19,-0.028089887640455828
2015-10-09,Shree Pushkar,70.0,0.97,2.09,1.54,65.0,60.05,63.0,-3.08,235.6,262.46,70.0,-7.615384615384619
2015-09-09,Navkar Corp,600.0,6.47,0.9,1.62,155.0,152.0,166.4,7.35,35.75,-76.94,600.0,-1.935483870967742
2015-08-26,Power Mech,273.22,27.53,133.22,3.42,640.0,600.0,585.75,-8.48,901.1,40.8,273.22,-6.25
2015-11-08,Syngene Intl,550.0,51.47,90.24,4.78,250.0,295.0,155.2,-37.92,565.0,126.0,550.0,18.0
2015-09-07,Manpasand Bever,400.0,1.99,0.38,1.16,320.0,291.0,163.43,-48.93,6.14,-98.08,400.0,-9.0625
2015-05-26,PNC Infratech,488.0,4.51,0.65,0.28,378.0,381.0,72.04,-80.94,274.45,-27.39,488.0,0.7936507936507936
2015-05-14,UFO Moviez,600.0,4.49,1.17,1.02,625.0,600.0,598.8,-4.19,97.3,-84.43,600.0,-4.0
2015-06-05,MEP Infra,324.0,1.02,1.51,0.97,63.0,63.0,60.95,-3.25,23.9,-62.06,324.0,0.0
2015-04-30,VRL Logistics,473.88,58.22,250.86,7.92,205.0,288.0,293.3,43.07,473.55,131.0,473.88,40.487804878048784
2015-09-04,Inox Wind,700.0,35.68,35.38,2.15,325.0,400.0,438.0,34.77,119.1,-63.35,700.0,23.076923076923077
2015-06-04,Imagicaaworld,467.0,1.17,0.49,1.37,180.0,167.95,191.25,6.25,13.58,-92.46,467.0,-6.69444444444445
2015-03-19,Ortel Comm,240.0,1.01,0.09,0.39,181.0,181.0,171.95,-5.0,1.72,-99.05,240.0,0.0
2014-12-19,Monte Carlo,342.28,13.96,1.71,6.96,645.0,585.0,566.4,-12.19,529.0,-17.98,342.28,-9.30232558139535
2014-01-10,Shemaroo Ent,120.0,5.69,8.64,7.79,170.0,180.0,171.0,0.59,122.45,-27.97,120.0,5.88235294117647
2014-09-23,Sharda Crop,352.0,32.06,251.35,5.85,156.0,254.1,231.45,48.37,559.6,258.72,352.0,62.88461538461539
2014-12-09,Snowman Logist,197.4,16.98,221.79,41.26,47.0,75.0,78.75,67.55,36.2,-22.98,197.4,59.57446808510638
2014-09-05,Wonderla,181.25,16.71,159.04,7.56,125.0,164.75,157.6,26.08,223.1,78.48,181.25,31.8
2013-05-06,Just Dial,950.0,10.12,22.34,3.53,530.0,590.0,611.45,15.37,804.05,51.71,950.0,11.320754716981133
2013-01-04,Repco Home,270.38,3.39,0.35,0.51,172.0,159.95,160.85,-6.48,232.6,35.23,270.38,-7.005813953488378
2012-12-28,INDUS TOWERS,4533.6,2.84,0.1,0.06,220.0,200.0,191.2,-13.09,253.0,15.0,4533.6,-9.090909090909092
2012-12-27,PC Jeweller,609.3,7.33,18.12,1.68,135.0,137.0,74.5,-44.81,22.1,-83.63,609.3,1.4814814814814816
